"assembly_barcode","source_type","species","ST"
"ESC_FC9934AA_AS","Human","Escherichia coli",131
"ESC_FC9941AA_AS","Human","Escherichia coli",131
"ESC_FC9943AA_AS","Human","Escherichia coli",131
"ESC_FC9963AA_AS","Human","Escherichia coli",131
"ESC_FC9999AA_AS","Human","Escherichia coli",131
"ESC_GC0004AA_AS","Human","Escherichia coli",131
"ESC_GC0011AA_AS","Human","Escherichia coli",131
"ESC_GC0014AA_AS","Human","Escherichia coli",131
"ESC_GC0018AA_AS","Human","Escherichia coli",131
"ESC_GC0053AA_AS","Poultry","Escherichia coli",131
"ESC_GC0266AA_AS","Poultry","Escherichia coli",131
"ESC_GC0269AA_AS","Poultry","Escherichia coli",131
"ESC_GC0289AA_AS","Human","Escherichia coli",131
"ESC_GC8796AA_AS","Poultry","Escherichia coli",131
"ESC_GC1331AA_AS","Human","Escherichia coli",131
"ESC_GC1334AA_AS","Human","Escherichia coli",131
"ESC_GC1343AA_AS","Human","Escherichia coli",131
"ESC_GC1344AA_AS","Human","Escherichia coli",131
"ESC_GC1345AA_AS","Human","Escherichia coli",131
"ESC_GC1346AA_AS","Human","Escherichia coli",131
"ESC_GC1348AA_AS","Human","Escherichia coli",131
"ESC_GC1350AA_AS","Human","Escherichia coli",131
"ESC_GC1354AA_AS","Human","Escherichia coli",131
"ESC_GC1355AA_AS","Human","Escherichia coli",131
"ESC_GC1360AA_AS","Human","Escherichia coli",131
"ESC_GC1361AA_AS","Human","Escherichia coli",131
"ESC_GC1363AA_AS","Human","Escherichia coli",131
"ESC_GC1364AA_AS","Human","Escherichia coli",131
"ESC_GC1367AA_AS","Human","Escherichia coli",131
"ESC_GC1370AA_AS","Human","Escherichia coli",131
"ESC_GC1373AA_AS","Human","Escherichia coli",131
"ESC_GC1374AA_AS","Human","Escherichia coli",131
"ESC_GC1379AA_AS","Human","Escherichia coli",131
"ESC_GC1385AA_AS","Human","Escherichia coli",131
"ESC_GC1390AA_AS","Human","Escherichia coli",131
"ESC_GC1392AA_AS","Human","Escherichia coli",131
"ESC_GC1395AA_AS","Human","Escherichia coli",131
"ESC_GC1396AA_AS","Human","Escherichia coli",131
"ESC_GC1399AA_AS","Human","Escherichia coli",131
"ESC_GC1401AA_AS","Human","Escherichia coli",131
"ESC_GC1402AA_AS","Human","Escherichia coli",131
"ESC_GC1405AA_AS","Human","Escherichia coli",131
"ESC_GC1408AA_AS","Human","Escherichia coli",131
"ESC_GC1409AA_AS","Human","Escherichia coli",131
"ESC_GC1410AA_AS","Human","Escherichia coli",131
"ESC_GC1411AA_AS","Human","Escherichia coli",131
"ESC_GC1412AA_AS","Human","Escherichia coli",131
"ESC_GC1415AA_AS","Human","Escherichia coli",131
"ESC_GC1417AA_AS","Human","Escherichia coli",131
"ESC_GC1419AA_AS","Human","Escherichia coli",131
"ESC_GC1421AA_AS","Human","Escherichia coli",131
"ESC_GC1423AA_AS","Human","Escherichia coli",131
"ESC_GC1429AA_AS","Human","Escherichia coli",131
"ESC_GC1431AA_AS","Human","Escherichia coli",131
"ESC_GC1432AA_AS","Human","Escherichia coli",131
"ESC_GC1436AA_AS","Human","Escherichia coli",131
"ESC_GC1439AA_AS","Human","Escherichia coli",131
"ESC_GC1440AA_AS","Human","Escherichia coli",131
"ESC_GC1441AA_AS","Human","Escherichia coli",131
"ESC_GC1444AA_AS","Human","Escherichia coli",131
"ESC_GC1445AA_AS","Human","Escherichia coli",131
"ESC_GC1449AA_AS","Human","Escherichia coli",131
"ESC_GC1452AA_AS","Human","Escherichia coli",131
"ESC_GC1455AA_AS","Human","Escherichia coli",131
"ESC_GC1456AA_AS","Human","Escherichia coli",131
"ESC_GC1457AA_AS","Human","Escherichia coli",131
"ESC_GC1458AA_AS","Human","Escherichia coli",131
"ESC_GC1460AA_AS","Human","Escherichia coli",131
"ESC_GC1461AA_AS","Human","Escherichia coli",131
"ESC_GC1462AA_AS","Human","Escherichia coli",131
"ESC_GC1463AA_AS","Human","Escherichia coli",131
"ESC_GC1464AA_AS","Human","Escherichia coli",131
"ESC_GC1465AA_AS","Human","Escherichia coli",131
"ESC_GC1468AA_AS","Human","Escherichia coli",131
"ESC_GC1469AA_AS","Human","Escherichia coli",131
"ESC_GC1471AA_AS","Human","Escherichia coli",131
"ESC_GC1473AA_AS","Human","Escherichia coli",131
"ESC_GC1475AA_AS","Human","Escherichia coli",131
"ESC_GC1476AA_AS","Human","Escherichia coli",131
"ESC_GC1482AA_AS","Human","Escherichia coli",131
"ESC_GC1483AA_AS","Human","Escherichia coli",131
"ESC_GC1484AA_AS","Human","Escherichia coli",131
"ESC_GC1488AA_AS","Human","Escherichia coli",131
"ESC_GC1490AA_AS","Human","Escherichia coli",131
"ESC_GC1495AA_AS","Human","Escherichia coli",131
"ESC_GC1498AA_AS","Human","Escherichia coli",131
"ESC_GC1502AA_AS","Human","Escherichia coli",131
"ESC_GC1503AA_AS","Human","Escherichia coli",131
"ESC_GC1507AA_AS","Human","Escherichia coli",131
"ESC_GC1509AA_AS","Human","Escherichia coli",131
"ESC_GC1510AA_AS","Human","Escherichia coli",131
"ESC_GC1514AA_AS","Human","Escherichia coli",131
"ESC_GC1516AA_AS","Human","Escherichia coli",131
"ESC_GC1521AA_AS","Human","Escherichia coli",131
"ESC_GC1522AA_AS","Human","Escherichia coli",131
"ESC_GC1523AA_AS","Human","Escherichia coli",131
"ESC_GC1524AA_AS","Human","Escherichia coli",131
"ESC_GC1532AA_AS","Human","Escherichia coli",131
"ESC_GC1534AA_AS","Human","Escherichia coli",131
"ESC_GC1536AA_AS","Human","Escherichia coli",131
"ESC_GC1538AA_AS","Human","Escherichia coli",131
"ESC_GC1539AA_AS","Human","Escherichia coli",131
"ESC_GC1540AA_AS","Human","Escherichia coli",131
"ESC_GC1541AA_AS","Human","Escherichia coli",131
"ESC_GC1542AA_AS","Human","Escherichia coli",131
"ESC_GC1543AA_AS","Human","Escherichia coli",131
"ESC_GC1544AA_AS","Human","Escherichia coli",131
"ESC_GC1545AA_AS","Human","Escherichia coli",131
"ESC_GC1547AA_AS","Human","Escherichia coli",131
"ESC_GC1548AA_AS","Human","Escherichia coli",131
"ESC_GC1554AA_AS","Human","Escherichia coli",131
"ESC_GC1555AA_AS","Human","Escherichia coli",131
"ESC_GC1557AA_AS","Human","Escherichia coli",131
"ESC_GC1558AA_AS","Human","Escherichia coli",131
"ESC_GC1559AA_AS","Human","Escherichia coli",131
"ESC_GC1561AA_AS","Human","Escherichia coli",131
"ESC_GC1563AA_AS","Human","Escherichia coli",131
"ESC_GC1570AA_AS","Human","Escherichia coli",131
"ESC_GC1572AA_AS","Human","Escherichia coli",131
"ESC_GC1576AA_AS","Human","Escherichia coli",131
"ESC_GC1577AA_AS","Human","Escherichia coli",131
"ESC_GC1581AA_AS","Human","Escherichia coli",131
"ESC_GC1583AA_AS","Human","Escherichia coli",131
"ESC_GC1584AA_AS","Human","Escherichia coli",131
"ESC_GC1588AA_AS","Human","Escherichia coli",131
"ESC_GC1589AA_AS","Human","Escherichia coli",131
"ESC_GC1590AA_AS","Human","Escherichia coli",131
"ESC_GC1591AA_AS","Human","Escherichia coli",131
"ESC_GC1593AA_AS","Human","Escherichia coli",131
"ESC_GC1595AA_AS","Human","Escherichia coli",131
"ESC_GC1596AA_AS","Human","Escherichia coli",131
"ESC_GC1597AA_AS","Human","Escherichia coli",131
"ESC_GC1599AA_AS","Human","Escherichia coli",131
"ESC_GC1605AA_AS","Human","Escherichia coli",131
"ESC_GC1610AA_AS","Human","Escherichia coli",131
"ESC_GC1612AA_AS","Human","Escherichia coli",131
"ESC_GC1616AA_AS","Human","Escherichia coli",131
"ESC_GC1622AA_AS","Human","Escherichia coli",131
"ESC_GC1625AA_AS","Human","Escherichia coli",131
"ESC_GC1629AA_AS","Human","Escherichia coli",131
"ESC_GC1630AA_AS","Human","Escherichia coli",131
"ESC_GC1634AA_AS","Human","Escherichia coli",131
"ESC_GC1645AA_AS","Human","Escherichia coli",131
"ESC_GC1646AA_AS","Human","Escherichia coli",131
"ESC_GC1648AA_AS","Human","Escherichia coli",131
"ESC_GC1650AA_AS","Human","Escherichia coli",131
"ESC_GC1651AA_AS","Human","Escherichia coli",131
"ESC_GC1653AA_AS","Human","Escherichia coli",131
"ESC_GC1656AA_AS","Human","Escherichia coli",131
"ESC_GC1658AA_AS","Human","Escherichia coli",131
"ESC_GC1659AA_AS","Human","Escherichia coli",131
"ESC_GC1660AA_AS","Human","Escherichia coli",131
"ESC_GC1667AA_AS","Human","Escherichia coli",131
"ESC_GC1668AA_AS","Human","Escherichia coli",131
"ESC_GC1669AA_AS","Human","Escherichia coli",131
"ESC_GC1678AA_AS","Human","Escherichia coli",131
"ESC_GC1680AA_AS","Human","Escherichia coli",131
"ESC_GC1681AA_AS","Human","Escherichia coli",131
"ESC_GC1682AA_AS","Human","Escherichia coli",131
"ESC_GC1683AA_AS","Human","Escherichia coli",131
"ESC_GC1684AA_AS","Human","Escherichia coli",131
"ESC_GC1685AA_AS","Human","Escherichia coli",131
"ESC_GC1686AA_AS","Human","Escherichia coli",131
"ESC_GC1687AA_AS","Human","Escherichia coli",131
"ESC_GC1689AA_AS","Human","Escherichia coli",131
"ESC_GC1690AA_AS","Human","Escherichia coli",131
"ESC_GC1693AA_AS","Human","Escherichia coli",131
"ESC_GC1694AA_AS","Human","Escherichia coli",131
"ESC_GC1695AA_AS","Human","Escherichia coli",131
"ESC_GC1696AA_AS","Human","Escherichia coli",131
"ESC_GC1697AA_AS","Human","Escherichia coli",131
"ESC_GC1698AA_AS","Human","Escherichia coli",131
"ESC_GC1699AA_AS","Human","Escherichia coli",131
"ESC_GC1702AA_AS","Human","Escherichia coli",131
"ESC_GC1705AA_AS","Human","Escherichia coli",131
"ESC_GC1706AA_AS","Human","Escherichia coli",131
"ESC_GC1708AA_AS","Human","Escherichia coli",131
"ESC_GC1710AA_AS","Human","Escherichia coli",131
"ESC_GC1711AA_AS","Human","Escherichia coli",131
"ESC_GC1712AA_AS","Human","Escherichia coli",131
"ESC_GC1714AA_AS","Human","Escherichia coli",131
"ESC_GC1715AA_AS","Human","Escherichia coli",131
"ESC_GC1720AA_AS","Human","Escherichia coli",131
"ESC_GC1721AA_AS","Human","Escherichia coli",131
"ESC_GC1722AA_AS","Human","Escherichia coli",131
"ESC_GC1724AA_AS","Human","Escherichia coli",131
"ESC_GC1726AA_AS","Human","Escherichia coli",131
"ESC_GC1727AA_AS","Human","Escherichia coli",131
"ESC_GC1728AA_AS","Human","Escherichia coli",131
"ESC_GC1729AA_AS","Human","Escherichia coli",131
"ESC_GC1730AA_AS","Human","Escherichia coli",131
"ESC_GC1733AA_AS","Human","Escherichia coli",131
"ESC_GC1736AA_AS","Human","Escherichia coli",131
"ESC_GC1737AA_AS","Human","Escherichia coli",131
"ESC_GC1740AA_AS","Human","Escherichia coli",131
"ESC_GC1741AA_AS","Human","Escherichia coli",131
"ESC_GC1742AA_AS","Human","Escherichia coli",131
"ESC_GC1747AA_AS","Human","Escherichia coli",131
"ESC_GC1748AA_AS","Human","Escherichia coli",131
"ESC_GC1749AA_AS","Human","Escherichia coli",131
"ESC_BA1047AA_AS","Human","Escherichia coli",131
"ESC_BA2797AA_AS","Human","Escherichia coli",131
"ESC_AA8204AA_AS","Human","Escherichia coli",131
"ESC_CA2460AA_AS","Human","Escherichia coli",131
"ESC_CA0146AA_AS","Human","Escherichia coli",131
"ESC_CA0011AA_AS","Human","Escherichia coli",131
"ESC_AA9460AA_AS","Human","Escherichia coli",131
"ESC_BA9115AA_AS","Human","Escherichia coli",131
"ESC_FA7367AA_AS","Human","Escherichia coli",131
"ESC_BA8293AA_AS","Human","Escherichia coli",131
"ESC_BA3132AA_AS","Human","Escherichia coli",131
"ESC_CA1912AA_AS","Avian","Escherichia coli",131
"ESC_BA0593AA_AS","Human","Escherichia coli",131
"ESC_CA3641AA_AS","Human","Escherichia coli",131
"ESC_CA5485AA_AS","Human","Escherichia coli",131
"ESC_AA9960AA_AS","Human","Escherichia coli",131
"ESC_CA0494AA_AS","Human","Escherichia coli",131
"ESC_CA6142AA_AS","Human","Escherichia coli",131
"ESC_BA1572AA_AS","Human","Escherichia coli",131
"ESC_FA2295AA_AS","Human","Escherichia coli",131
"ESC_CA2815AA_AS","Human","Escherichia coli",131
"ESC_BA7166AA_AS","Human","Escherichia coli",131
"ESC_CA3364AA_AS","Human","Escherichia coli",131
"ESC_BA4036AA_AS","Human","Escherichia coli",131
"ESC_BA9567AA_AS","Human","Escherichia coli",131
"ESC_BA0699AA_AS","Human","Escherichia coli",131
"ESC_CA2137AA_AS","Human","Escherichia coli",131
"ESC_BA5492AA_AS","Human","Escherichia coli",131
"ESC_AA8268AA_AS","Human","Escherichia coli",131
"ESC_CA5233AA_AS","Human","Escherichia coli",131
"ESC_BA9325AA_AS","Human","Escherichia coli",131
"ESC_CA0416AA_AS","Human","Escherichia coli",131
"ESC_BA8765AA_AS","Human","Escherichia coli",131
"ESC_AA8761AA_AS","Human","Escherichia coli",131
"ESC_AA7885AA_AS","Human","Escherichia coli",131
"ESC_BA3334AA_AS","Human","Escherichia coli",131
"ESC_BA9536AA_AS","Human","Escherichia coli",131
"ESC_BA3173AA_AS","Water/River","Escherichia coli",131
"ESC_BA4271AA_AS","Human","Escherichia coli",131
"ESC_BA3073AA_AS","Human","Escherichia coli",131
"ESC_BA4007AA_AS","Human","Escherichia coli",131
"ESC_AA8464AA_AS","Human","Escherichia coli",131
"ESC_BA1452AA_AS","Human","Escherichia coli",131
"ESC_BA0408AA_AS","Human","Escherichia coli",131
"ESC_CA4199AA_AS","Human","Escherichia coli",131
"ESC_BA8095AA_AS","Human","Escherichia coli",131
"ESC_BA9984AA_AS","Human","Escherichia coli",131
"ESC_BA8475AA_AS","Human","Escherichia coli",131
"ESC_BA4043AA_AS","Human","Escherichia coli",131
"ESC_BA8444AA_AS","Human","Escherichia coli",131
"ESC_CA4229AA_AS","Human","Escherichia coli",131
"ESC_BA8815AA_AS","Human","Escherichia coli",131
"ESC_BA9161AA_AS","Human","Escherichia coli",131
"ESC_CA4571AA_AS","Human","Escherichia coli",131
"ESC_FA6024AA_AS","Human","Escherichia coli",131
"ESC_FA6067AA_AS","Human","Escherichia coli",131
"ESC_FA6277AA_AS","Human","Escherichia coli",131
"ESC_FA6281AA_AS","Human","Escherichia coli",131
"ESC_FA6283AA_AS","Human","Escherichia coli",131
"ESC_FA6284AA_AS","Human","Escherichia coli",131
"ESC_FA6285AA_AS","Human","Escherichia coli",131
"ESC_FA8148AA_AS","Human","Escherichia coli",131
"ESC_FA8149AA_AS","Human","Escherichia coli",131
"ESC_FA8150AA_AS","Human","Escherichia coli",131
"ESC_FA8151AA_AS","Human","Escherichia coli",131
"ESC_FA8152AA_AS","Human","Escherichia coli",131
"ESC_FA8153AA_AS","Human","Escherichia coli",131
"ESC_FA8154AA_AS","Human","Escherichia coli",131
"ESC_FA8287AA_AS","Human","Escherichia coli",131
"ESC_GA1863AA_AS","Human","Escherichia coli",131
"ESC_GA1864AA_AS","Human","Escherichia coli",131
"ESC_GA4662AA_AS","Human","Escherichia coli",131
"ESC_KA7853AA_AS","Human","Escherichia coli",131
"ESC_GA4666AA_AS","Human","Escherichia coli",131
"ESC_GA4667AA_AS","Human","Escherichia coli",131
"ESC_GA4680AA_AS","Human","Escherichia coli",131
"ESC_GA4765AA_AS","Human","Escherichia coli",131
"ESC_GA4805AA_AS","Human","Escherichia coli",131
"ESC_GC1768AA_AS","Human","Escherichia coli",131
"ESC_GC1770AA_AS","Human","Escherichia coli",131
"ESC_GC1772AA_AS","Human","Escherichia coli",131
"ESC_GC1775AA_AS","Human","Escherichia coli",131
"ESC_GC1777AA_AS","Human","Escherichia coli",131
"ESC_GC1778AA_AS","Human","Escherichia coli",131
"ESC_GC1779AA_AS","Human","Escherichia coli",131
"ESC_GC1782AA_AS","Human","Escherichia coli",131
"ESC_GC1785AA_AS","Human","Escherichia coli",131
"ESC_GC1786AA_AS","Human","Escherichia coli",131
"ESC_GC1790AA_AS","Human","Escherichia coli",131
"ESC_GC1791AA_AS","Human","Escherichia coli",131
"ESC_GC1792AA_AS","Human","Escherichia coli",131
"ESC_GC1795AA_AS","Human","Escherichia coli",131
"ESC_GC1797AA_AS","Human","Escherichia coli",131
"ESC_GC1799AA_AS","Human","Escherichia coli",131
"ESC_GC1800AA_AS","Human","Escherichia coli",131
"ESC_GC1803AA_AS","Human","Escherichia coli",131
"ESC_GC1804AA_AS","Human","Escherichia coli",131
"ESC_GC1805AA_AS","Human","Escherichia coli",131
"ESC_GC1806AA_AS","Human","Escherichia coli",131
"ESC_GC1808AA_AS","Human","Escherichia coli",131
"ESC_GC1809AA_AS","Human","Escherichia coli",131
"ESC_GC1810AA_AS","Human","Escherichia coli",131
"ESC_GC1813AA_AS","Human","Escherichia coli",131
"ESC_GC1814AA_AS","Human","Escherichia coli",131
"ESC_GC1815AA_AS","Human","Escherichia coli",131
"ESC_GC1816AA_AS","Human","Escherichia coli",131
"ESC_GC1818AA_AS","Human","Escherichia coli",131
"ESC_GC1819AA_AS","Human","Escherichia coli",131
"ESC_GC1820AA_AS","Human","Escherichia coli",131
"ESC_GC1822AA_AS","Human","Escherichia coli",131
"ESC_GC1828AA_AS","Human","Escherichia coli",131
"ESC_GC1831AA_AS","Human","Escherichia coli",131
"ESC_GC1834AA_AS","Human","Escherichia coli",131
"ESC_GC1836AA_AS","Human","Escherichia coli",131
"ESC_GC1845AA_AS","Human","Escherichia coli",131
"ESC_GC1847AA_AS","Human","Escherichia coli",131
"ESC_GC1848AA_AS","Human","Escherichia coli",131
"ESC_GC1851AA_AS","Human","Escherichia coli",131
"ESC_GC1852AA_AS","Human","Escherichia coli",131
"ESC_GC1853AA_AS","Human","Escherichia coli",131
"ESC_GC1854AA_AS","Human","Escherichia coli",131
"ESC_GC1855AA_AS","Human","Escherichia coli",131
"ESC_GC1856AA_AS","Human","Escherichia coli",131
"ESC_GC1857AA_AS","Human","Escherichia coli",131
"ESC_GC1861AA_AS","Human","Escherichia coli",131
"ESC_GC1862AA_AS","Human","Escherichia coli",131
"ESC_GC1865AA_AS","Human","Escherichia coli",131
"ESC_GC1866AA_AS","Human","Escherichia coli",131
"ESC_GC1867AA_AS","Human","Escherichia coli",131
"ESC_GC1870AA_AS","Human","Escherichia coli",131
"ESC_GC1873AA_AS","Human","Escherichia coli",131
"ESC_GC1874AA_AS","Human","Escherichia coli",131
"ESC_GC1875AA_AS","Human","Escherichia coli",131
"ESC_GC1876AA_AS","Human","Escherichia coli",131
"ESC_GC1877AA_AS","Human","Escherichia coli",131
"ESC_GC1880AA_AS","Human","Escherichia coli",131
"ESC_GC1881AA_AS","Human","Escherichia coli",131
"ESC_GC1884AA_AS","Human","Escherichia coli",131
"ESC_GC1886AA_AS","Human","Escherichia coli",131
"ESC_GC1887AA_AS","Human","Escherichia coli",131
"ESC_GC1889AA_AS","Human","Escherichia coli",131
"ESC_GC1890AA_AS","Human","Escherichia coli",131
"ESC_GC1894AA_AS","Human","Escherichia coli",131
"ESC_GC1895AA_AS","Human","Escherichia coli",131
"ESC_GC1896AA_AS","Human","Escherichia coli",131
"ESC_GC2016AA_AS","Human","Escherichia coli",131
"ESC_GC2019AA_AS","Human","Escherichia coli",131
"ESC_GC2270AA_AS","Human","Escherichia coli",131
"ESC_GC2300AA_AS","Human","Escherichia coli",131
"ESC_GC2301AA_AS","Human","Escherichia coli",131
"ESC_GC4010AA_AS","Human","Escherichia coli",131
"ESC_GC5921AA_AS","Human","Escherichia coli",131
"ESC_GC6601AA_AS","Human","Escherichia coli",131
"ESC_GC6829AA_AS","Poultry","Escherichia coli",131
"ESC_GC6887AA_AS","Poultry","Escherichia coli",131
"ESC_HC0057AA_AS","Human","Escherichia coli",131
"ESC_HC0282AA_AS","Canine","Escherichia coli",131
"ESC_HC0730AA_AS","Canine","Escherichia coli",131
"ESC_HC0733AA_AS","Canine","Escherichia coli",131
"ESC_HC2993AA_AS","Canine","Escherichia coli",131
"ESC_HC3004AA_AS","Canine","Escherichia coli",131
"ESC_HA0199AA_AS","Human","Escherichia coli",131
"ESC_HA5689AA_AS","Human","Escherichia coli",131
"ESC_HA5686AA_AS","Human","Escherichia coli",131
"ESC_HA5681AA_AS","Human","Escherichia coli",131
"ESC_HA5678AA_AS","Human","Escherichia coli",131
"ESC_HA5675AA_AS","Human","Escherichia coli",131
"ESC_HA5670AA_AS","Human","Escherichia coli",131
"ESC_HA5666AA_AS","Human","Escherichia coli",131
"ESC_HA5659AA_AS","Human","Escherichia coli",131
"ESC_HA5645AA_AS","Human","Escherichia coli",131
"ESC_HA5640AA_AS","Human","Escherichia coli",131
"ESC_HA5637AA_AS","Human","Escherichia coli",131
"ESC_HA5628AA_AS","Human","Escherichia coli",131
"ESC_HA5627AA_AS","Human","Escherichia coli",131
"ESC_HA5625AA_AS","Human","Escherichia coli",131
"ESC_HA5624AA_AS","Human","Escherichia coli",131
"ESC_HA5619AA_AS","Human","Escherichia coli",131
"ESC_HA5618AA_AS","Human","Escherichia coli",131
"ESC_HA5609AA_AS","Human","Escherichia coli",131
"ESC_HA5599AA_AS","Human","Escherichia coli",131
"ESC_HA5595AA_AS","Human","Escherichia coli",131
"ESC_HA5533AA_AS","Human","Escherichia coli",131
"ESC_HA5532AA_AS","Human","Escherichia coli",131
"ESC_HA5530AA_AS","Human","Escherichia coli",131
"ESC_HA5528AA_AS","Human","Escherichia coli",131
"ESC_HA5526AA_AS","Human","Escherichia coli",131
"ESC_HA5414AA_AS","Human","Escherichia coli",131
"ESC_HA5413AA_AS","Human","Escherichia coli",131
"ESC_HA5411AA_AS","Human","Escherichia coli",131
"ESC_HA5409AA_AS","Human","Escherichia coli",131
"ESC_HA5408AA_AS","Human","Escherichia coli",131
"ESC_HA5404AA_AS","Human","Escherichia coli",131
"ESC_HA4386AA_AS","Human","Escherichia coli",131
"ESC_HA4384AA_AS","Human","Escherichia coli",131
"ESC_HA4383AA_AS","Human","Escherichia coli",131
"ESC_HA4379AA_AS","Human","Escherichia coli",131
"ESC_HA4378AA_AS","Human","Escherichia coli",131
"ESC_HA4376AA_AS","Human","Escherichia coli",131
"ESC_HA4023AA_AS","Human","Escherichia coli",131
"ESC_HA3969AA_AS","Human","Escherichia coli",131
"ESC_HA2619AA_AS","Human","Escherichia coli",131
"ESC_HA2503AA_AS","Human","Escherichia coli",131
"ESC_HA2061AA_AS","Human","Escherichia coli",131
"ESC_HA2056AA_AS","Human","Escherichia coli",131
"ESC_HA2052AA_AS","Human","Escherichia coli",131
"ESC_HC4695AA_AS","Human","Escherichia coli",131
"ESC_HC4696AA_AS","Human","Escherichia coli",131
"ESC_HC4698AA_AS","Human","Escherichia coli",131
"ESC_HC5591AA_AS","Human","Escherichia coli",131
"ESC_HC5669AA_AS","Human","Escherichia coli",131
"ESC_HC6885AA_AS","Water/River","Escherichia coli",131
"ESC_HC6984AA_AS","Human","Escherichia coli",131
"ESC_HC6987AA_AS","Human","Escherichia coli",131
"ESC_HC6991AA_AS","Human","Escherichia coli",131
"ESC_HC6994AA_AS","Human","Escherichia coli",131
"ESC_HC6998AA_AS","Human","Escherichia coli",131
"ESC_HC7000AA_AS","Human","Escherichia coli",131
"ESC_HC7007AA_AS","Human","Escherichia coli",131
"ESC_HC7009AA_AS","Human","Escherichia coli",131
"ESC_HC7010AA_AS","Human","Escherichia coli",131
"ESC_HC7012AA_AS","Human","Escherichia coli",131
"ESC_HC7018AA_AS","Human","Escherichia coli",131
"ESC_HC7024AA_AS","Human","Escherichia coli",131
"ESC_HC7025AA_AS","Human","Escherichia coli",131
"ESC_HC7027AA_AS","Human","Escherichia coli",131
"ESC_HC7271AA_AS","Canine","Escherichia coli",131
"ESC_HC7276AA_AS","Canine","Escherichia coli",131
"ESC_HC7280AA_AS","Canine","Escherichia coli",131
"ESC_HC7326AA_AS","Poultry","Escherichia coli",131
"ESC_HC7360AA_AS","Canine","Escherichia coli",131
"ESC_HC7780AA_AS","Poultry","Escherichia coli",131
"ESC_HC7945AA_AS","Poultry","Escherichia coli",131
"ESC_HC7955AA_AS","Human","Escherichia coli",131
"ESC_HC8129AA_AS","Human","Escherichia coli",131
"ESC_HC8136AA_AS","Human","Escherichia coli",131
"ESC_HC8142AA_AS","Human","Escherichia coli",131
"ESC_HC8144AA_AS","Human","Escherichia coli",131
"ESC_HC8153AA_AS","Human","Escherichia coli",131
"ESC_HC8155AA_AS","Human","Escherichia coli",131
"ESC_HC8157AA_AS","Human","Escherichia coli",131
"ESC_HC8160AA_AS","Human","Escherichia coli",131
"ESC_HC8161AA_AS","Human","Escherichia coli",131
"ESC_HC8166AA_AS","Human","Escherichia coli",131
"ESC_HC8179AA_AS","Human","Escherichia coli",131
"ESC_HC8180AA_AS","Human","Escherichia coli",131
"ESC_HC8181AA_AS","Human","Escherichia coli",131
"ESC_HC8186AA_AS","Human","Escherichia coli",131
"ESC_HC8192AA_AS","Human","Escherichia coli",131
"ESC_HC8197AA_AS","Human","Escherichia coli",131
"ESC_HC8200AA_AS","Human","Escherichia coli",131
"ESC_HC8205AA_AS","Human","Escherichia coli",131
"ESC_HC8208AA_AS","Human","Escherichia coli",131
"ESC_HC8210AA_AS","Human","Escherichia coli",131
"ESC_HC8213AA_AS","Human","Escherichia coli",131
"ESC_HC8215AA_AS","Human","Escherichia coli",131
"ESC_HC8216AA_AS","Human","Escherichia coli",131
"ESC_HC8217AA_AS","Human","Escherichia coli",131
"ESC_HC8218AA_AS","Human","Escherichia coli",131
"ESC_HC8219AA_AS","Human","Escherichia coli",131
"ESC_HC8220AA_AS","Human","Escherichia coli",131
"ESC_HC8221AA_AS","Human","Escherichia coli",131
"ESC_HC8222AA_AS","Human","Escherichia coli",131
"ESC_HC8223AA_AS","Human","Escherichia coli",131
"ESC_HC8311AA_AS","Human","Escherichia coli",131
"ESC_HC8414AA_AS","Human","Escherichia coli",131
"ESC_HC8467AA_AS","Human","Escherichia coli",131
"ESC_HC8478AA_AS","Human","Escherichia coli",131
"ESC_HC8546AA_AS","Poultry","Escherichia coli",131
"ESC_HC8805AA_AS","Poultry","Escherichia coli",131
"ESC_HC8806AA_AS","Poultry","Escherichia coli",131
"ESC_HC8811AA_AS","Poultry","Escherichia coli",131
"ESC_HC8853AA_AS","Poultry","Escherichia coli",131
"ESC_HC8890AA_AS","Poultry","Escherichia coli",131
"ESC_HC8948AA_AS","Poultry","Escherichia coli",131
"ESC_HC8961AA_AS","Poultry","Escherichia coli",131
"ESC_HC9024AA_AS","Human","Escherichia coli",131
"ESC_HC9450AA_AS","Human","Escherichia coli",131
"ESC_HC9452AA_AS","Human","Escherichia coli",131
"ESC_HC9453AA_AS","Human","Escherichia coli",131
"ESC_IC0165AA_AS","Water/River","Escherichia coli",131
"ESC_IC0179AA_AS","Water/River","Escherichia coli",131
"ESC_IC0193AA_AS","Water/River","Escherichia coli",131
"ESC_IC0723AA_AS","Swine","Escherichia coli",131
"ESC_IC1507AA_AS","Human","Escherichia coli",131
"ESC_IC1921AA_AS","Human","Escherichia coli",131
"ESC_IC2029AA_AS","Canine","Escherichia coli",131
"ESC_IC2033AA_AS","Canine","Escherichia coli",131
"ESC_IC2857AA_AS","Human","Escherichia coli",131
"ESC_IC3391AA_AS","Human","Escherichia coli",131
"ESC_IC3755AA_AS","Human","Escherichia coli",131
"ESC_IC3756AA_AS","Human","Escherichia coli",131
"ESC_IC3914AA_AS","Poultry","Escherichia coli",131
"ESC_IC3916AA_AS","Poultry","Escherichia coli",131
"ESC_IC3919AA_AS","Poultry","Escherichia coli",131
"ESC_IC3933AA_AS","Poultry","Escherichia coli",131
