"assembly_barcode","source_type","species","ST"
"ESC_KC5036AA_AS","Human","Escherichia coli",131
"ESC_KC5048AA_AS","Human","Escherichia coli",131
"ESC_KC5263AA_AS","Poultry","Escherichia coli",131
"ESC_KC5272AA_AS","Canine","Escherichia coli",131
"ESC_KC5306AA_AS","Human","Escherichia coli",131
"ESC_KC5309AA_AS","Human","Escherichia coli",131
"ESC_KC5310AA_AS","Human","Escherichia coli",131
"ESC_KC5311AA_AS","Human","Escherichia coli",131
"ESC_KC5324AA_AS","Human","Escherichia coli",131
"ESC_KC5969AA_AS","Canine","Escherichia coli",131
"ESC_KC5981AA_AS","Canine","Escherichia coli",131
"ESC_KC6000AA_AS","Canine","Escherichia coli",131
"ESC_KC6025AA_AS","Human","Escherichia coli",131
"ESC_KC6027AA_AS","Human","Escherichia coli",131
"ESC_KC6032AA_AS","Human","Escherichia coli",131
"ESC_KC6036AA_AS","Human","Escherichia coli",131
"ESC_KC6038AA_AS","Human","Escherichia coli",131
"ESC_KC6040AA_AS","Human","Escherichia coli",131
"ESC_KC6041AA_AS","Human","Escherichia coli",131
"ESC_KC6043AA_AS","Human","Escherichia coli",131
"ESC_KC6044AA_AS","Human","Escherichia coli",131
"ESC_KC6048AA_AS","Human","Escherichia coli",131
"ESC_KC6068AA_AS","Human","Escherichia coli",131
"ESC_KC6071AA_AS","Human","Escherichia coli",131
"ESC_KC6072AA_AS","Human","Escherichia coli",131
"ESC_KC6074AA_AS","Human","Escherichia coli",131
"ESC_KC6078AA_AS","Human","Escherichia coli",131
"ESC_KC6082AA_AS","Human","Escherichia coli",131
"ESC_KC6086AA_AS","Human","Escherichia coli",131
"ESC_KC6088AA_AS","Human","Escherichia coli",131
"ESC_KC6092AA_AS","Human","Escherichia coli",131
"ESC_KC6100AA_AS","Human","Escherichia coli",131
"ESC_KC6103AA_AS","Human","Escherichia coli",131
"ESC_KC6113AA_AS","Human","Escherichia coli",131
"ESC_KC6116AA_AS","Human","Escherichia coli",131
"ESC_KC6117AA_AS","Human","Escherichia coli",131
"ESC_KC6118AA_AS","Human","Escherichia coli",131
"ESC_KC6121AA_AS","Human","Escherichia coli",131
"ESC_KC6122AA_AS","Human","Escherichia coli",131
"ESC_KC6124AA_AS","Human","Escherichia coli",131
"ESC_KC6125AA_AS","Human","Escherichia coli",131
"ESC_KC6126AA_AS","Human","Escherichia coli",131
"ESC_KC6128AA_AS","Human","Escherichia coli",131
"ESC_KC6131AA_AS","Human","Escherichia coli",131
"ESC_KC6133AA_AS","Human","Escherichia coli",131
"ESC_KC6134AA_AS","Human","Escherichia coli",131
"ESC_KC6138AA_AS","Human","Escherichia coli",131
"ESC_KC6140AA_AS","Human","Escherichia coli",131
"ESC_KC6141AA_AS","Human","Escherichia coli",131
"ESC_KC6142AA_AS","Human","Escherichia coli",131
"ESC_KC6143AA_AS","Human","Escherichia coli",131
"ESC_KC6144AA_AS","Human","Escherichia coli",131
"ESC_KC6148AA_AS","Human","Escherichia coli",131
"ESC_KC6151AA_AS","Human","Escherichia coli",131
"ESC_KC6152AA_AS","Human","Escherichia coli",131
"ESC_KC6155AA_AS","Human","Escherichia coli",131
"ESC_KC6156AA_AS","Human","Escherichia coli",131
"ESC_KC6160AA_AS","Human","Escherichia coli",131
"ESC_KC6161AA_AS","Human","Escherichia coli",131
"ESC_KC6162AA_AS","Human","Escherichia coli",131
"ESC_KC6164AA_AS","Human","Escherichia coli",131
"ESC_KC6165AA_AS","Human","Escherichia coli",131
"ESC_KC6167AA_AS","Human","Escherichia coli",131
"ESC_KC6168AA_AS","Human","Escherichia coli",131
"ESC_LC5331AA_AS","Human","Escherichia coli",131
"ESC_KC6175AA_AS","Human","Escherichia coli",131
"ESC_KC6176AA_AS","Human","Escherichia coli",131
"ESC_KC6182AA_AS","Human","Escherichia coli",131
"ESC_KC6183AA_AS","Human","Escherichia coli",131
"ESC_KC6184AA_AS","Human","Escherichia coli",131
"ESC_KC6185AA_AS","Human","Escherichia coli",131
"ESC_KC6187AA_AS","Human","Escherichia coli",131
"ESC_KC6188AA_AS","Human","Escherichia coli",131
"ESC_KC6191AA_AS","Human","Escherichia coli",131
"ESC_LC5332AA_AS","Human","Escherichia coli",131
"ESC_KC6198AA_AS","Human","Escherichia coli",131
"ESC_KC6199AA_AS","Human","Escherichia coli",131
"ESC_KC6200AA_AS","Human","Escherichia coli",131
"ESC_KC6202AA_AS","Human","Escherichia coli",131
"ESC_KC6205AA_AS","Human","Escherichia coli",131
"ESC_KC6212AA_AS","Human","Escherichia coli",131
"ESC_KC6216AA_AS","Human","Escherichia coli",131
"ESC_KC6218AA_AS","Human","Escherichia coli",131
"ESC_KC6225AA_AS","Human","Escherichia coli",131
"ESC_KC6226AA_AS","Human","Escherichia coli",131
"ESC_KC6232AA_AS","Human","Escherichia coli",131
"ESC_KC6235AA_AS","Human","Escherichia coli",131
"ESC_KC6237AA_AS","Human","Escherichia coli",131
"ESC_KC6240AA_AS","Human","Escherichia coli",131
"ESC_KC6241AA_AS","Human","Escherichia coli",131
"ESC_KC6242AA_AS","Human","Escherichia coli",131
"ESC_KC6245AA_AS","Human","Escherichia coli",131
"ESC_KC6247AA_AS","Human","Escherichia coli",131
"ESC_KC6248AA_AS","Human","Escherichia coli",131
"ESC_KC6249AA_AS","Human","Escherichia coli",131
"ESC_KC6253AA_AS","Human","Escherichia coli",131
"ESC_KC6259AA_AS","Human","Escherichia coli",131
"ESC_KC6262AA_AS","Human","Escherichia coli",131
"ESC_KC6265AA_AS","Human","Escherichia coli",131
"ESC_KC6267AA_AS","Human","Escherichia coli",131
"ESC_KC6272AA_AS","Human","Escherichia coli",131
"ESC_KC6273AA_AS","Human","Escherichia coli",131
"ESC_KC6274AA_AS","Human","Escherichia coli",131
"ESC_KC6276AA_AS","Human","Escherichia coli",131
"ESC_KC6279AA_AS","Human","Escherichia coli",131
"ESC_KC6280AA_AS","Human","Escherichia coli",131
"ESC_KC6282AA_AS","Human","Escherichia coli",131
"ESC_KC6284AA_AS","Human","Escherichia coli",131
"ESC_KC6288AA_AS","Human","Escherichia coli",131
"ESC_KC6294AA_AS","Human","Escherichia coli",131
"ESC_KC6295AA_AS","Human","Escherichia coli",131
"ESC_KC6296AA_AS","Human","Escherichia coli",131
"ESC_KC6301AA_AS","Human","Escherichia coli",131
"ESC_KC6307AA_AS","Human","Escherichia coli",131
"ESC_KC6308AA_AS","Human","Escherichia coli",131
"ESC_KC6309AA_AS","Human","Escherichia coli",131
"ESC_KC6311AA_AS","Human","Escherichia coli",131
"ESC_KC6397AA_AS","Poultry","Escherichia coli",131
"ESC_KC6417AA_AS","Poultry","Escherichia coli",131
"ESC_KC6421AA_AS","Poultry","Escherichia coli",131
"ESC_LC0021AA_AS","Water/River","Escherichia coli",131
"ESC_LC0026AA_AS","Human","Escherichia coli",131
"ESC_LC0104AA_AS","Human","Escherichia coli",131
"ESC_LC0253AA_AS","Human","Escherichia coli",131
"ESC_LC0518AA_AS","Human","Escherichia coli",131
"ESC_LC0520AA_AS","Human","Escherichia coli",131
"ESC_LC0521AA_AS","Human","Escherichia coli",131
"ESC_LC0526AA_AS","Human","Escherichia coli",131
"ESC_LC0850AA_AS","Canine","Escherichia coli",131
"ESC_LC0921AA_AS","Human","Escherichia coli",131
"ESC_LC1005AA_AS","Canine","Escherichia coli",131
"ESC_LC1012AA_AS","Canine","Escherichia coli",131
"ESC_LC1020AA_AS","Canine","Escherichia coli",131
"ESC_LC1031AA_AS","Canine","Escherichia coli",131
"ESC_LC1122AA_AS","Poultry","Escherichia coli",131
"ESC_LC1425AA_AS","Human","Escherichia coli",131
"ESC_LC2584AA_AS","Human","Escherichia coli",131
"ESC_LC2588AA_AS","Human","Escherichia coli",131
"ESC_LC2597AA_AS","Human","Escherichia coli",131
"ESC_LC3515AA_AS","Poultry","Escherichia coli",131
"ESC_LC3559AA_AS","Human","Escherichia coli",131
"ESC_LC3705AA_AS","Poultry","Escherichia coli",131
"ESC_LC4076AA_AS","Human","Escherichia coli",131
"ESC_LC4082AA_AS","Human","Escherichia coli",131
"ESC_LC4435AA_AS","Human","Escherichia coli",131
"ESC_LC4440AA_AS","Human","Escherichia coli",131
"ESC_LC4448AA_AS","Human","Escherichia coli",131
"ESC_LC4449AA_AS","Human","Escherichia coli",131
"ESC_LC4828AA_AS","Human","Escherichia coli",131
"ESC_LC4846AA_AS","Poultry","Escherichia coli",131
"ESC_LC4849AA_AS","Poultry","Escherichia coli",131
"ESC_LC4853AA_AS","Human","Escherichia coli",131
"ESC_PA2570AA_AS","Human","Escherichia coli",131
"ESC_PA7817AA_AS","Human","Escherichia coli",131
"ESC_QA0088AA_AS","Human","Escherichia coli",131
"ESC_QA0087AA_AS","Human","Escherichia coli",131
"ESC_QA0009AA_AS","Human","Escherichia coli",131
"ESC_QA0008AA_AS","Human","Escherichia coli",131
"ESC_QA0007AA_AS","Human","Escherichia coli",131
"ESC_QA0006AA_AS","Human","Escherichia coli",131
"ESC_QA0005AA_AS","Human","Escherichia coli",131
"ESC_QA3432AA_AS","Poultry","Escherichia coli",131
"ESC_QA3428AA_AS","Human","Escherichia coli",131
"ESC_LC6219AA_AS","Poultry","Escherichia coli",131
"ESC_RA1680AA_AS","Poultry","Escherichia coli",131
"ESC_RA2736AA_AS","Swine","Escherichia coli",131
"ESC_RA3566AA_AS","Human","Escherichia coli",131
"ESC_RA3878AA_AS","Avian","Escherichia coli",131
"ESC_RA4424AA_AS","Human","Escherichia coli",131
"ESC_RA4510AA_AS","Human","Escherichia coli",131
"ESC_RA4727AA_AS","Human","Escherichia coli",131
"ESC_RA4723AA_AS","Human","Escherichia coli",131
"ESC_RA4711AA_AS","Swine","Escherichia coli",131
"ESC_RA4868AA_AS","Human","Escherichia coli",131
"ESC_RA4867AA_AS","Human","Escherichia coli",131
"ESC_RA4798AA_AS","Canine","Escherichia coli",131
"ESC_UA6096AA_AS","Swine","Escherichia coli",131
"ESC_RA6710AA_AS","Water/River","Escherichia coli",131
"ESC_RA6704AA_AS","Water/River","Escherichia coli",131
"ESC_RA8236AA_AS","Human","Escherichia coli",131
"ESC_RA8226AA_AS","Human","Escherichia coli",131
"ESC_RA8225AA_AS","Human","Escherichia coli",131
"ESC_RA8217AA_AS","Human","Escherichia coli",131
"ESC_RA8214AA_AS","Human","Escherichia coli",131
"ESC_RA8210AA_AS","Human","Escherichia coli",131
"ESC_RA9117AA_AS","Avian","Escherichia coli",131
"ESC_RA9099AA_AS","Avian","Escherichia coli",131
"ESC_RA9760AA_AS","Avian","Escherichia coli",131
"ESC_SA0825AA_AS","Water/River","Escherichia coli",131
"ESC_SA2370AA_AS","Swine","Escherichia coli",131
"ESC_SA7832AA_AS","Swine","Escherichia coli",131
"ESC_SA9953AA_AS","Human","Escherichia coli",131
"ESC_SA9947AA_AS","Human","Escherichia coli",131
"ESC_SA9933AA_AS","Human","Escherichia coli",131
"ESC_SA9928AA_AS","Human","Escherichia coli",131
"ESC_SA9912AA_AS","Human","Escherichia coli",131
"ESC_SA9911AA_AS","Human","Escherichia coli",131
"ESC_SA9903AA_AS","Human","Escherichia coli",131
"ESC_TA1391AA_AS","Canine","Escherichia coli",131
"ESC_TA4569AA_AS","Canine","Escherichia coli",131
"ESC_TA7749AA_AS","Human","Escherichia coli",131
"ESC_TA7748AA_AS","Human","Escherichia coli",131
"ESC_TA7747AA_AS","Human","Escherichia coli",131
"ESC_TA7744AA_AS","Human","Escherichia coli",131
"ESC_TA7743AA_AS","Human","Escherichia coli",131
"ESC_TA7742AA_AS","Human","Escherichia coli",131
"ESC_TA7741AA_AS","Human","Escherichia coli",131
"ESC_TA7740AA_AS","Human","Escherichia coli",131
"ESC_TA7739AA_AS","Human","Escherichia coli",131
"ESC_TA7738AA_AS","Human","Escherichia coli",131
"ESC_TA7737AA_AS","Human","Escherichia coli",131
"ESC_TA7736AA_AS","Human","Escherichia coli",131
"ESC_TA7735AA_AS","Human","Escherichia coli",131
"ESC_TA7734AA_AS","Human","Escherichia coli",131
"ESC_TA7733AA_AS","Human","Escherichia coli",131
"ESC_TA7732AA_AS","Human","Escherichia coli",131
"ESC_TA7731AA_AS","Human","Escherichia coli",131
"ESC_TA7729AA_AS","Human","Escherichia coli",131
"ESC_TA7728AA_AS","Human","Escherichia coli",131
"ESC_TA7727AA_AS","Human","Escherichia coli",131
"ESC_TA7725AA_AS","Human","Escherichia coli",131
"ESC_TA7724AA_AS","Human","Escherichia coli",131
"ESC_TA7721AA_AS","Human","Escherichia coli",131
"ESC_TA7754AA_AS","Human","Escherichia coli",131
"ESC_TA7715AA_AS","Human","Escherichia coli",131
"ESC_TA7714AA_AS","Human","Escherichia coli",131
"ESC_TA7713AA_AS","Human","Escherichia coli",131
"ESC_TA7711AA_AS","Human","Escherichia coli",131
"ESC_TA7710AA_AS","Human","Escherichia coli",131
"ESC_TA7709AA_AS","Human","Escherichia coli",131
"ESC_TA7707AA_AS","Human","Escherichia coli",131
"ESC_UA6216AA_AS","Human","Escherichia coli",131
"ESC_TA7704AA_AS","Human","Escherichia coli",131
"ESC_TA7703AA_AS","Human","Escherichia coli",131
"ESC_TA7702AA_AS","Human","Escherichia coli",131
"ESC_TA7701AA_AS","Human","Escherichia coli",131
"ESC_TA7700AA_AS","Human","Escherichia coli",131
"ESC_TA7697AA_AS","Human","Escherichia coli",131
"ESC_TA7696AA_AS","Human","Escherichia coli",131
"ESC_TA7695AA_AS","Human","Escherichia coli",131
"ESC_TA7694AA_AS","Human","Escherichia coli",131
"ESC_TA7692AA_AS","Human","Escherichia coli",131
"ESC_TA7691AA_AS","Human","Escherichia coli",131
"ESC_TA7688AA_AS","Human","Escherichia coli",131
"ESC_TA7687AA_AS","Human","Escherichia coli",131
"ESC_TA7685AA_AS","Human","Escherichia coli",131
"ESC_TA7684AA_AS","Human","Escherichia coli",131
"ESC_TA7683AA_AS","Human","Escherichia coli",131
"ESC_TA7681AA_AS","Human","Escherichia coli",131
"ESC_TA7680AA_AS","Human","Escherichia coli",131
"ESC_TA7679AA_AS","Human","Escherichia coli",131
"ESC_TA7678AA_AS","Human","Escherichia coli",131
"ESC_TA7676AA_AS","Human","Escherichia coli",131
"ESC_TA7718AA_AS","Human","Escherichia coli",131
"ESC_TA7674AA_AS","Human","Escherichia coli",131
"ESC_TA7672AA_AS","Human","Escherichia coli",131
"ESC_TA7671AA_AS","Human","Escherichia coli",131
"ESC_TA7670AA_AS","Human","Escherichia coli",131
"ESC_TA7668AA_AS","Human","Escherichia coli",131
"ESC_TA7667AA_AS","Human","Escherichia coli",131
"ESC_TA7666AA_AS","Human","Escherichia coli",131
"ESC_TA7665AA_AS","Human","Escherichia coli",131
"ESC_TA7664AA_AS","Human","Escherichia coli",131
"ESC_TA7663AA_AS","Human","Escherichia coli",131
"ESC_TA7660AA_AS","Human","Escherichia coli",131
"ESC_TA7659AA_AS","Human","Escherichia coli",131
"ESC_TA7658AA_AS","Human","Escherichia coli",131
"ESC_TA7657AA_AS","Human","Escherichia coli",131
"ESC_TA7656AA_AS","Human","Escherichia coli",131
"ESC_TA7655AA_AS","Human","Escherichia coli",131
"ESC_TA7654AA_AS","Human","Escherichia coli",131
"ESC_TA7653AA_AS","Human","Escherichia coli",131
"ESC_TA7652AA_AS","Human","Escherichia coli",131
"ESC_TA7651AA_AS","Human","Escherichia coli",131
"ESC_TA7650AA_AS","Human","Escherichia coli",131
"ESC_TA7716AA_AS","Human","Escherichia coli",131
"ESC_TA7646AA_AS","Human","Escherichia coli",131
"ESC_TA7645AA_AS","Human","Escherichia coli",131
"ESC_TA7643AA_AS","Human","Escherichia coli",131
"ESC_TA7642AA_AS","Human","Escherichia coli",131
"ESC_TA7640AA_AS","Human","Escherichia coli",131
"ESC_TA7639AA_AS","Human","Escherichia coli",131
"ESC_TA7638AA_AS","Human","Escherichia coli",131
"ESC_TA7637AA_AS","Human","Escherichia coli",131
"ESC_TA7636AA_AS","Human","Escherichia coli",131
"ESC_TA7634AA_AS","Human","Escherichia coli",131
"ESC_TA7633AA_AS","Human","Escherichia coli",131
"ESC_TA7632AA_AS","Human","Escherichia coli",131
"ESC_TA7630AA_AS","Human","Escherichia coli",131
"ESC_TA7629AA_AS","Human","Escherichia coli",131
"ESC_TA7628AA_AS","Human","Escherichia coli",131
"ESC_TA7627AA_AS","Human","Escherichia coli",131
"ESC_TA7623AA_AS","Human","Escherichia coli",131
"ESC_TA7621AA_AS","Human","Escherichia coli",131
"ESC_UA6448AA_AS","Human","Escherichia coli",131
"ESC_TA7616AA_AS","Human","Escherichia coli",131
"ESC_TA7615AA_AS","Human","Escherichia coli",131
"ESC_TA7614AA_AS","Human","Escherichia coli",131
"ESC_TA7613AA_AS","Human","Escherichia coli",131
"ESC_TA7612AA_AS","Human","Escherichia coli",131
"ESC_TA7609AA_AS","Human","Escherichia coli",131
"ESC_TA7607AA_AS","Human","Escherichia coli",131
"ESC_TA7606AA_AS","Human","Escherichia coli",131
"ESC_TA7605AA_AS","Human","Escherichia coli",131
"ESC_TA7603AA_AS","Human","Escherichia coli",131
"ESC_TA7602AA_AS","Human","Escherichia coli",131
"ESC_TA7598AA_AS","Human","Escherichia coli",131
"ESC_TA7597AA_AS","Human","Escherichia coli",131
"ESC_TA7596AA_AS","Human","Escherichia coli",131
"ESC_TA7595AA_AS","Human","Escherichia coli",131
"ESC_TA7594AA_AS","Human","Escherichia coli",131
"ESC_TA7593AA_AS","Human","Escherichia coli",131
"ESC_TA7591AA_AS","Human","Escherichia coli",131
"ESC_TA7590AA_AS","Human","Escherichia coli",131
"ESC_TA7589AA_AS","Human","Escherichia coli",131
"ESC_TA7588AA_AS","Human","Escherichia coli",131
"ESC_TA7587AA_AS","Human","Escherichia coli",131
"ESC_TA7586AA_AS","Human","Escherichia coli",131
"ESC_TA7585AA_AS","Human","Escherichia coli",131
"ESC_TA7584AA_AS","Human","Escherichia coli",131
"ESC_TA7581AA_AS","Human","Escherichia coli",131
"ESC_TA7580AA_AS","Human","Escherichia coli",131
"ESC_TA7579AA_AS","Human","Escherichia coli",131
"ESC_TA7578AA_AS","Human","Escherichia coli",131
"ESC_TA7577AA_AS","Human","Escherichia coli",131
"ESC_TA7576AA_AS","Human","Escherichia coli",131
"ESC_TA7573AA_AS","Human","Escherichia coli",131
"ESC_TA7572AA_AS","Human","Escherichia coli",131
"ESC_TA7571AA_AS","Human","Escherichia coli",131
"ESC_TA7570AA_AS","Human","Escherichia coli",131
"ESC_TA7569AA_AS","Human","Escherichia coli",131
"ESC_TA8740AA_AS","Human","Escherichia coli",131
"ESC_TA7567AA_AS","Human","Escherichia coli",131
"ESC_TA7565AA_AS","Human","Escherichia coli",131
"ESC_TA7564AA_AS","Human","Escherichia coli",131
"ESC_TA7562AA_AS","Human","Escherichia coli",131
"ESC_TA7559AA_AS","Human","Escherichia coli",131
"ESC_TA7558AA_AS","Human","Escherichia coli",131
"ESC_TA7557AA_AS","Human","Escherichia coli",131
"ESC_TA7556AA_AS","Human","Escherichia coli",131
"ESC_TA7555AA_AS","Human","Escherichia coli",131
"ESC_TA7552AA_AS","Human","Escherichia coli",131
"ESC_TA7551AA_AS","Human","Escherichia coli",131
"ESC_TA7550AA_AS","Human","Escherichia coli",131
"ESC_TA7549AA_AS","Human","Escherichia coli",131
"ESC_TA7548AA_AS","Human","Escherichia coli",131
"ESC_TA7546AA_AS","Human","Escherichia coli",131
"ESC_TA8718AA_AS","Human","Escherichia coli",131
"ESC_TA8836AA_AS","Human","Escherichia coli",131
"ESC_TA8736AA_AS","Human","Escherichia coli",131
"ESC_TA8705AA_AS","Human","Escherichia coli",131
"ESC_TA8697AA_AS","Human","Escherichia coli",131
"ESC_TA8681AA_AS","Human","Escherichia coli",131
"ESC_TA8680AA_AS","Human","Escherichia coli",131
"ESC_TA8453AA_AS","Human","Escherichia coli",131
"ESC_TA8452AA_AS","Human","Escherichia coli",131
"ESC_TA8451AA_AS","Human","Escherichia coli",131
"ESC_TA8712AA_AS","Human","Escherichia coli",131
"ESC_TA8678AA_AS","Human","Escherichia coli",131
"ESC_TA8675AA_AS","Human","Escherichia coli",131
"ESC_TA8674AA_AS","Human","Escherichia coli",131
"ESC_TA8673AA_AS","Human","Escherichia coli",131
"ESC_TA8672AA_AS","Human","Escherichia coli",131
"ESC_TA8671AA_AS","Human","Escherichia coli",131
"ESC_TA8670AA_AS","Human","Escherichia coli",131
"ESC_TA8666AA_AS","Human","Escherichia coli",131
"ESC_TA8665AA_AS","Human","Escherichia coli",131
"ESC_TA8663AA_AS","Human","Escherichia coli",131
"ESC_TA8662AA_AS","Human","Escherichia coli",131
"ESC_TA8429AA_AS","Human","Escherichia coli",131
"ESC_TA8661AA_AS","Human","Escherichia coli",131
"ESC_TA8426AA_AS","Human","Escherichia coli",131
"ESC_TA8425AA_AS","Human","Escherichia coli",131
"ESC_TA8761AA_AS","Poultry","Escherichia coli",131
"ESC_TA8592AA_AS","Human","Escherichia coli",131
"ESC_TA8593AA_AS","Human","Escherichia coli",131
"ESC_UA0987AA_AS","Canine","Escherichia coli",131
"ESC_UA2127AA_AS","Avian","Escherichia coli",131
"ESC_UA2036AA_AS","Avian","Escherichia coli",131
"ESC_UA2035AA_AS","Swine","Escherichia coli",131
"ESC_UA2006AA_AS","Avian","Escherichia coli",131
"ESC_UA1985AA_AS","Avian","Escherichia coli",131
"ESC_UA1974AA_AS","Bovine","Escherichia coli",131
"ESC_UA1935AA_AS","Avian","Escherichia coli",131
"ESC_UA1867AA_AS","Avian","Escherichia coli",131
"ESC_UA1861AA_AS","Avian","Escherichia coli",131
"ESC_UA1829AA_AS","Avian","Escherichia coli",131
"ESC_UA1768AA_AS","Avian","Escherichia coli",131
"ESC_UA1704AA_AS","Avian","Escherichia coli",131
"ESC_UA1639AA_AS","Avian","Escherichia coli",131
"ESC_UA1631AA_AS","Avian","Escherichia coli",131
"ESC_UA1602AA_AS","Avian","Escherichia coli",131
"ESC_UA1591AA_AS","Avian","Escherichia coli",131
"ESC_UA1535AA_AS","Avian","Escherichia coli",131
"ESC_UA1513AA_AS","Avian","Escherichia coli",131
"ESC_UA1510AA_AS","Avian","Escherichia coli",131
"ESC_UA1489AA_AS","Avian","Escherichia coli",131
"ESC_UA2505AA_AS","Avian","Escherichia coli",131
"ESC_UA2473AA_AS","Avian","Escherichia coli",131
"ESC_UA2983AA_AS","Swine","Escherichia coli",131
"ESC_UA3549AA_AS","Swine","Escherichia coli",131
"ESC_UA3693AA_AS","Canine","Escherichia coli",131
"ESC_UA6861AA_AS","Canine","Escherichia coli",131
"ESC_VA7340AA_AS","Canine","Escherichia coli",131
"ESC_VA9772AA_AS","Swine","Escherichia coli",131
"ESC_WA2336AA_AS","Human","Escherichia coli",131
"ESC_WA2332AA_AS","Human","Escherichia coli",131
"ESC_WA2025AA_AS","Human","Escherichia coli",131
"ESC_WA2024AA_AS","Human","Escherichia coli",131
"ESC_WA2023AA_AS","Human","Escherichia coli",131
"ESC_WA2022AA_AS","Human","Escherichia coli",131
"ESC_WA2021AA_AS","Human","Escherichia coli",131
"ESC_WA2020AA_AS","Human","Escherichia coli",131
"ESC_WA2019AA_AS","Human","Escherichia coli",131
"ESC_WA2018AA_AS","Human","Escherichia coli",131
"ESC_WA2017AA_AS","Human","Escherichia coli",131
"ESC_WA2016AA_AS","Human","Escherichia coli",131
"ESC_YA1949AA_AS","Human","Escherichia coli",131
"ESC_YA1948AA_AS","Human","Escherichia coli",131
"ESC_WA2013AA_AS","Human","Escherichia coli",131
"ESC_WA2012AA_AS","Human","Escherichia coli",131
"ESC_YA2147AA_AS","Human","Escherichia coli",131
"ESC_WA2009AA_AS","Human","Escherichia coli",131
"ESC_WA2008AA_AS","Human","Escherichia coli",131
"ESC_WA2007AA_AS","Human","Escherichia coli",131
"ESC_WA2006AA_AS","Human","Escherichia coli",131
"ESC_XA6588AA_AS","Human","Escherichia coli",131
"ESC_YA5470AA_AS","Human","Escherichia coli",131
"ESC_YA7038AA_AS","Human","Escherichia coli",131
"ESC_YA2146AA_AS","Human","Escherichia coli",131
"ESC_YA1002AA_AS","Human","Escherichia coli",131
"ESC_YA7719AA_AS","Human","Escherichia coli",131
"ESC_YA7701AA_AS","Human","Escherichia coli",131
"ESC_YA7700AA_AS","Human","Escherichia coli",131
"ESC_YA7690AA_AS","Human","Escherichia coli",131
"ESC_YA7689AA_AS","Human","Escherichia coli",131
"ESC_XA6013AA_AS","Human","Escherichia coli",131
"ESC_YA7688AA_AS","Human","Escherichia coli",131
"ESC_YA7055AA_AS","Human","Escherichia coli",131
"ESC_XA7446AA_AS","Human","Escherichia coli",131
"ESC_YA9164AA_AS","Human","Escherichia coli",131
"ESC_XA7442AA_AS","Human","Escherichia coli",131
"ESC_XA7441AA_AS","Human","Escherichia coli",131
"ESC_WA1985AA_AS","Human","Escherichia coli",131
"ESC_WA1984AA_AS","Human","Escherichia coli",131
"ESC_WA1983AA_AS","Human","Escherichia coli",131
"ESC_WA1982AA_AS","Human","Escherichia coli",131
"ESC_WA1981AA_AS","Human","Escherichia coli",131
"ESC_WA1980AA_AS","Human","Escherichia coli",131
"ESC_WA1979AA_AS","Human","Escherichia coli",131
"ESC_WA1978AA_AS","Human","Escherichia coli",131
"ESC_WA1977AA_AS","Human","Escherichia coli",131
"ESC_WA1976AA_AS","Human","Escherichia coli",131
"ESC_YA7037AA_AS","Human","Escherichia coli",131
"ESC_WA1973AA_AS","Human","Escherichia coli",131
"ESC_WA1972AA_AS","Human","Escherichia coli",131
"ESC_WA1971AA_AS","Human","Escherichia coli",131
"ESC_WA1970AA_AS","Human","Escherichia coli",131
"ESC_WA1968AA_AS","Human","Escherichia coli",131
"ESC_WA1967AA_AS","Human","Escherichia coli",131
"ESC_WA1966AA_AS","Human","Escherichia coli",131
"ESC_WA1965AA_AS","Human","Escherichia coli",131
"ESC_WA1964AA_AS","Human","Escherichia coli",131
"ESC_WA1963AA_AS","Human","Escherichia coli",131
"ESC_WA1962AA_AS","Human","Escherichia coli",131
"ESC_WA1961AA_AS","Human","Escherichia coli",131
"ESC_WA1960AA_AS","Human","Escherichia coli",131
"ESC_WA1959AA_AS","Human","Escherichia coli",131
"ESC_WA1958AA_AS","Human","Escherichia coli",131
"ESC_WA1956AA_AS","Human","Escherichia coli",131
"ESC_WA1955AA_AS","Human","Escherichia coli",131
"ESC_WA1954AA_AS","Human","Escherichia coli",131
"ESC_YA7502AA_AS","Human","Escherichia coli",131
"ESC_YA7501AA_AS","Human","Escherichia coli",131
"ESC_YA7718AA_AS","Human","Escherichia coli",131
"ESC_WA1950AA_AS","Human","Escherichia coli",131
"ESC_WA1949AA_AS","Human","Escherichia coli",131
"ESC_WA1948AA_AS","Human","Escherichia coli",131
"ESC_WA1947AA_AS","Human","Escherichia coli",131
"ESC_WA1946AA_AS","Human","Escherichia coli",131
"ESC_WA1945AA_AS","Human","Escherichia coli",131
"ESC_WA1944AA_AS","Human","Escherichia coli",131
"ESC_WA1943AA_AS","Human","Escherichia coli",131
"ESC_WA1942AA_AS","Human","Escherichia coli",131
"ESC_WA1941AA_AS","Human","Escherichia coli",131
"ESC_WA1940AA_AS","Human","Escherichia coli",131
"ESC_WA1939AA_AS","Human","Escherichia coli",131
"ESC_WA1938AA_AS","Human","Escherichia coli",131
"ESC_WA9520AA_AS","Human","Escherichia coli",131
"ESC_WA2077AA_AS","Canine","Escherichia coli",131
"ESC_WA7114AA_AS","Human","Escherichia coli",131
"ESC_WA7113AA_AS","Human","Escherichia coli",131
"ESC_WA7112AA_AS","Human","Escherichia coli",131
"ESC_WA7111AA_AS","Human","Escherichia coli",131
"ESC_WA7070AA_AS","Human","Escherichia coli",131
"ESC_WA7069AA_AS","Human","Escherichia coli",131
